time_s,q_base_x_m,q_base_y_m,q_base_z_m,q_quat_x,q_quat_y,q_quat_z,q_quat_w,q_joint_0_rad,q_joint_1_rad,q_joint_2_rad,q_joint_3_rad,q_joint_4_rad,q_joint_5_rad,v_base_linear_x_mps,v_base_linear_y_mps,v_base_linear_z_mps,v_base_angular_x_rps,v_base_angular_y_rps,v_base_angular_z_rps,v_joint_0_rps,v_joint_1_rps,v_joint_2_rps,v_joint_3_rps,v_joint_4_rps,v_joint_5_rps,a_base_linear_x_mps2,a_base_linear_y_mps2,a_base_linear_z_mps2,a_base_angular_x_rps2,a_base_angular_y_rps2,a_base_angular_z_rps2,a_joint_0_rps2,a_joint_1_rps2,a_joint_2_rps2,a_joint_3_rps2,a_joint_4_rps2,a_joint_5_rps2,thrust_command_0_N,thrust_command_1_N,thrust_command_2_N,thrust_command_3_N,thrust_actual_0_N,thrust_actual_1_N,thrust_actual_2_N,thrust_actual_3_N,rotor_thrust_0_N,rotor_thrust_1_N,rotor_thrust_2_N,rotor_thrust_3_N,rotor_thrust_4_N,rotor_thrust_5_N,rotor_thrust_6_N,rotor_thrust_7_N,rotor_reaction_torque_0_Nm,rotor_reaction_torque_1_Nm,rotor_reaction_torque_2_Nm,rotor_reaction_torque_3_Nm,rotor_reaction_torque_4_Nm,rotor_reaction_torque_5_Nm,rotor_reaction_torque_6_Nm,rotor_reaction_torque_7_Nm,joint_torque_0_Nm,joint_torque_1_Nm,joint_torque_2_Nm,joint_torque_3_Nm,joint_torque_4_Nm,joint_torque_5_Nm,joint_passive_torque_0_Nm,joint_passive_torque_1_Nm,joint_passive_torque_2_Nm,joint_passive_torque_3_Nm,joint_passive_torque_4_Nm,joint_passive_torque_5_Nm,damping_l0_fx_local_N,damping_l0_fy_local_N,damping_l0_fz_local_N,damping_l0_mx_local_Nm,damping_l0_my_local_Nm,damping_l0_mz_local_Nm,buoyancy_l0_fx_local_N,buoyancy_l0_fy_local_N,buoyancy_l0_fz_local_N,buoyancy_l0_mx_local_Nm,buoyancy_l0_my_local_Nm,buoyancy_l0_mz_local_Nm,total_fluid_l0_fx_local_N,total_fluid_l0_fy_local_N,total_fluid_l0_fz_local_N,total_fluid_l0_mx_local_Nm,total_fluid_l0_my_local_Nm,total_fluid_l0_mz_local_Nm,damping_l1_fx_local_N,damping_l1_fy_local_N,damping_l1_fz_local_N,damping_l1_mx_local_Nm,damping_l1_my_local_Nm,damping_l1_mz_local_Nm,buoyancy_l1_fx_local_N,buoyancy_l1_fy_local_N,buoyancy_l1_fz_local_N,buoyancy_l1_mx_local_Nm,buoyancy_l1_my_local_Nm,buoyancy_l1_mz_local_Nm,total_fluid_l1_fx_local_N,total_fluid_l1_fy_local_N,total_fluid_l1_fz_local_N,total_fluid_l1_mx_local_Nm,total_fluid_l1_my_local_Nm,total_fluid_l1_mz_local_Nm,damping_l2_fx_local_N,damping_l2_fy_local_N,damping_l2_fz_local_N,damping_l2_mx_local_Nm,damping_l2_my_local_Nm,damping_l2_mz_local_Nm,buoyancy_l2_fx_local_N,buoyancy_l2_fy_local_N,buoyancy_l2_fz_local_N,buoyancy_l2_mx_local_Nm,buoyancy_l2_my_local_Nm,buoyancy_l2_mz_local_Nm,total_fluid_l2_fx_local_N,total_fluid_l2_fy_local_N,total_fluid_l2_fz_local_N,total_fluid_l2_mx_local_Nm,total_fluid_l2_my_local_Nm,total_fluid_l2_mz_local_Nm,damping_l3_fx_local_N,damping_l3_fy_local_N,damping_l3_fz_local_N,damping_l3_mx_local_Nm,damping_l3_my_local_Nm,damping_l3_mz_local_Nm,buoyancy_l3_fx_local_N,buoyancy_l3_fy_local_N,buoyancy_l3_fz_local_N,buoyancy_l3_mx_local_Nm,buoyancy_l3_my_local_Nm,buoyancy_l3_mz_local_Nm,total_fluid_l3_fx_local_N,total_fluid_l3_fy_local_N,total_fluid_l3_fz_local_N,total_fluid_l3_mx_local_Nm,total_fluid_l3_my_local_Nm,total_fluid_l3_mz_local_Nm,balance_residual_norm
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005722120856906163,0.00062034617516731113,10.240457224724087,-0.87872926108926264,-64.887941308373755,0.004271613690127166,-0.0057243072170826787,78.188396200418907,0.00036137084632703923,-3.8713138998104917,0.0048596415605162806,-60.594491228335933,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.024999999999999998,0.024999999999999998,-0.024999999999999998,0.024999999999999998,-0.024999999999999998,0.024999999999999998,-0.024999999999999998,0.024999999999999998,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0,5.6996100000000007,0,1.2655676506767579e-15,0,0,0,5.6996100000000007,0,1.2655676506767579e-15,0,0,0,-0,-0,-0,-0,-0,-0,5.6996100000000007,-2.5311353013535157e-15,1.2655676506767571e-15,0,0,-0,5.6996100000000007,-2.5311353013535157e-15,1.2655676506767571e-15,0,0,0,-0,-0,-0,-0,-0,-0,5.6996100000000007,-5.0622706027070314e-15,1.2655676506767551e-15,0,0,-0,5.6996100000000007,-5.0622706027070314e-15,1.2655676506767551e-15,0,0,0,-0,-0,-0,-0,-0,-0,5.6996100000000007,-7.5934059040605475e-15,1.2655676506767519e-15,0,0,-0,5.6996100000000007,-7.5934059040605475e-15,1.2655676506767519e-15,0,0,0,6.9619482624289916e-15
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005722120856906163,0.00062034617516731113,10.240457224724087,-0.87872926108926264,-64.887941308373755,0.004271613690127166,-0.0057243072170826787,78.188396200418907,0.00036137084632703923,-3.8713138998104917,0.0048596415605162806,-60.594491228335933,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.024999999999999998,0.024999999999999998,-0.024999999999999998,0.024999999999999998,-0.024999999999999998,0.024999999999999998,-0.024999999999999998,0.024999999999999998,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0,5.6996100000000007,0,1.2655676506767579e-15,0,0,0,5.6996100000000007,0,1.2655676506767579e-15,0,0,0,-0,-0,-0,-0,-0,-0,5.6996100000000007,-2.5311353013535157e-15,1.2655676506767571e-15,0,0,-0,5.6996100000000007,-2.5311353013535157e-15,1.2655676506767571e-15,0,0,0,-0,-0,-0,-0,-0,-0,5.6996100000000007,-5.0622706027070314e-15,1.2655676506767551e-15,0,0,-0,5.6996100000000007,-5.0622706027070314e-15,1.2655676506767551e-15,0,0,0,-0,-0,-0,-0,-0,-0,5.6996100000000007,-7.5934059040605475e-15,1.2655676506767519e-15,0,0,-0,5.6996100000000007,-7.5934059040605475e-15,1.2655676506767519e-15,0,0,0,6.9619482624289916e-15
0.0050000000000000001,-3.5070359751800857e-07,1.832069707208152e-08,0.0002560112021134558,-1.0984114559019567e-05,-0.00081109917740376054,5.3395165270895542e-08,0.99999967099868126,-1.4310768042706699e-07,0.0019547099050104726,9.0342711581759818e-09,-9.6782847495262305e-05,1.2149103901290703e-07,-0.0015148622807083984,-2.8610604284530816e-05,3.1017308758365558e-06,0.05120228612362044,-0.0043936463054463134,-0.32443970654186877,2.135806845063583e-05,-2.8621536085413395e-05,0.39094198100209454,1.8068542316351963e-06,-0.01935656949905246,2.4298207802581403e-05,-0.30297245614167967,-0.021183393191945989,-0.00013504457862858796,9.4190266971156174,0.80304772346819087,-59.362962080882106,0.00031642638296365609,-0.00093381004316887926,70.764230460700134,0.00045593993581007894,-4.2575408884955763,0.001421777502077181,-49.593167694897616,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.024999999999999998,0.024999999999999998,-0.024999999999999998,0.024999999999999998,-0.024999999999999998,0.024999999999999998,-0.024999999999999998,0.024999999999999998,0,0,0,0,0,0,0,0,0,0,0,0,-0.0051464453534048951,-3.1017318379099985e-07,-2.861068614120996e-06,-2.1358114067343649e-06,0.033496581885996621,-0.00043955767182320507,5.6996024992844418,-0.00012521079085535053,-0.00924589491644498,0,0,-0,5.6944560539310372,-0.00012552096403914154,-0.0092487559850591011,-2.1358114067343649e-06,0.033496581885996621,-0.00043955767182320507,0.0028241107982975083,5.007211751538445e-08,6.6622373699914875e-06,1.5851686612434089e-06,-0.0066944529073940081,-0.00043955076360742499,5.6996096835393963,-0.00012520946769930381,0.0018951850945818102,0,0,-0,5.7024337943376935,-0.00012515939558178842,0.0019018473319518017,1.5851686612434089e-06,-0.0066944529073940081,-0.00043955076360742499,0.00090585126655822585,-4.0964152217770685e-07,6.3830797021766616e-06,1.3619602875362395e-06,-0.00473679761161791,-0.00043955083746424165,5.6996098402669135,-0.00012520945058021961,0.0013435606329136199,0,0,-0,5.7005156915334716,-0.00012561909210239731,0.0013499437126157966,1.3619602875362395e-06,-0.00473679761161791,-0.00043955083746424165,0.00090438094227530659,-5.8240239833120803e-07,4.1902611756089191e-06,-1.7334295671822216e-06,0.026237148390058099,-0.00043954814053456706,5.6996053358223753,-0.00012520928735217121,-0.0072905615529803604,0,0,-0,5.7005097167646506,-0.00012579168975050242,-0.0072863712918047512,-1.7334295671822216e-06,0.026237148390058099,-0.00043954814053456706,5.0879838850105979e-15
0.01,-2.5839706380890204e-06,4.1714960234612252e-08,0.00074749348854157146,-1.193008342657433e-05,-0.0023642333555052523,1.2703806485776639e-07,0.99999720512524315,-3.0956061193335595e-07,0.0056785255715384488,2.9467040711603938e-08,-0.000300004217202914,2.785265155777436e-07,-0.0042695537537892365,-0.00013452757024426076,2.4265079826936157e-06,0.098297419609198522,-0.00037840768810535903,-0.62125451694627931,2.2940200365454111e-05,-3.3290586301257789e-05,0.74476313330559529,4.0865539106855909e-06,-0.040644273941530341,3.1407095312967309e-05,-0.55093829461616772,-0.05406638484650042,-0.00020547922215362365,8.6234326545387461,-0.73161632542307664,-54.005248362976957,-0.0017233430248055678,0.0056710182880726941,63.483156961187078,-0.00025229497833284266,-4.1972599456160467,8.7750589801488619e-05,-40.262528369657282,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.024999999999999998,0.024999999999999998,-0.024999999999999998,0.024999999999999998,-0.024999999999999998,0.024999999999999998,-0.024999999999999998,0.024999999999999998,0,0,0,0,0,0,0,0,0,0,0,0,-0.0099263657879381205,-2.4265085714877144e-07,-1.345293800109981e-05,-2.2940252990733306e-06,0.065985023442889479,-3.7842200734320077e-05,5.6995462813047766,-0.00013599668924138238,-0.026950340810427163,0,0,-0,5.6896199155168388,-0.00013623934009853115,-0.026963793748428264,-2.2940252990733306e-06,0.065985023442889479,-3.7842200734320077e-05,0.0054142160969685308,1.5567796927685353e-07,2.6906379971006166e-05,1.249792879894806e-06,-0.012503405407081211,-3.7816479945712125e-05,5.6996074261340572,-0.00013598834647990905,0.0054149390282804749,0,0,-0,5.705021642231026,-0.0001358326685106322,0.0054418454082514811,1.249792879894806e-06,-0.012503405407081211,-3.7816479945712125e-05,0.0018612410292113547,-1.8533381166993179e-07,2.5875689605395237e-05,8.2979201243454327e-07,-0.0083550992234495206,-3.7816366636418272e-05,5.699608794149035,-0.00013598818692021338,0.0037050325500165926,0,0,-0,5.7014700351782466,-0.00013617352073188333,0.0037309082396219878,8.2979201243454327e-07,-0.0083550992234495206,-3.7816366636418272e-05,0.001945293223397351,-1.6135455958623406e-07,2.214146868646266e-05,-2.4723458171565335e-06,0.048998327467175001,-3.7803846494188076e-05,5.6995726636769666,-0.00013598715497292925,-0.020629713370499309,0,0,-0,5.7015179569003642,-0.00013614850953251549,-0.020607571901812848,-2.4723458171565335e-06,0.048998327467175001,-3.7803846494188076e-05,1.2259955397242172e-14
0.014999999999999999,-9.5270487734527165e-06,7.2714722678631333e-08,0.0014545346255351319,-2.2021042138010937e-05,-0.0045924213127018429,1.655709584492009e-07,0.99998945453516308,-3.3423808623782753e-07,0.010989420162096102,4.3592435806710824e-08,-0.00060815708555096693,4.3775575688761735e-07,-0.0080308084361115084,-0.00040485949447676285,1.3991118719254975e-06,0.14141458288189224,-0.0040364893152207426,-0.89128075876116408,1.4323485241426272e-05,-4.9354948608943169e-06,1.0621789181115306,2.8250790190213775e-06,-0.061630573669610576,3.1845848261974752e-05,-0.75225093646445418,-0.096631767753334791,-0.0012007347902706356,7.862055469535445,0.67423119299103262,-48.875172880519358,-0.0069571612238413768,0.0048661579382720168,56.447173567701853,-0.0010435948895297757,-3.7755196215915223,0.001983361231920595,-32.486548375720794,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.024999999999999998,0.024999999999999998,-0.024999999999999998,0.024999999999999998,-0.024999999999999998,0.024999999999999998,-0.024999999999999998,0.024999999999999998,0,0,0,0,0,0,0,0,0,0,0,0,-0.01434143913070582,-1.399112067676902e-07,-4.0487588559782136e-05,-1.4323505757648324e-06,0.097071889785495191,-0.00040381186398199317,5.6993695811206271,-0.00025102872445249049,-0.052349468779309405,0,0,-0,5.6850281419899211,-0.00025116863565925816,-0.052389956367869188,-1.4323505757648324e-06,0.097071889785495191,-0.00040381186398199317,0.0077755303261739569,4.1983582785207456e-08,6.2366589204901156e-05,3.4967209306635523e-06,-0.017381877604209058,-0.00040376798347682518,5.6996007144172367,-0.00025101122726873783,0.010285198486446297,0,0,-0,5.7073762447434104,-0.00025096924368595263,0.010347565075651198,3.4967209306635523e-06,-0.017381877604209058,-0.00040376798347682518,0.0028685485214346162,-9.7498740783155928e-07,5.977497967680859e-05,2.9687541959711455e-06,-0.011046152501001116,-0.0004037691195077339,5.6996059154201992,-0.00025101077891441774,0.0068189442497565795,0,0,-0,5.702474463941634,-0.00025198576632224929,0.0068787192294333882,2.9687541959711455e-06,-0.011046152501001116,-0.0004037691195077339,0.0031012238703957981,-1.4468946925180118e-06,5.2560519346442369e-05,-3.4570554300481718e-06,0.068432610905221972,-0.00040374957230178345,5.6994768825934905,-0.00025100779388481642,-0.038953226791829956,0,0,-0,5.7025781064638865,-0.00025245468857733441,-0.038900666272483515,-3.4570554300481718e-06,0.068432610905221972,-0.00040374957230178345,1.4157193830349305e-14
0.02,-2.4831730589292443e-05,9.098643534951075e-08,0.0023580390056786925,-2.3683561978273867e-05,-0.0074315106086135984,1.692971516368183e-07,0.99997238566329127,-2.3726161208549868e-07,0.017711494091846303,3.1627958663573317e-08,-0.0010106979444388078,6.4656902899550604e-07,-0.0126042268278268,-0.00088801833324343683,-4.6045620794276806e-06,0.18072486022956946,-0.00066533335026557928,-1.1356566231637608,-2.0462320877780609e-05,1.9395294830465766e-05,1.3444147859500399,-2.3928954286275014e-06,-0.080508171777568194,4.176265442157773e-05,-0.91468367834305819,-0.14298275503055033,-0.0010234297787506152,7.1431216997752891,-0.60908564482837246,-44.027242777764627,-0.0076724132075130531,0.019245046948775001,49.749853715996821,-0.00050981721999826188,-3.0892100815088028,-0.0049842640850723237,-26.077896523474998,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.024999999999999998,0.024999999999999998,-0.024999999999999998,0.024999999999999998,-0.024999999999999998,0.024999999999999998,-0.024999999999999998,0.024999999999999998,0,0,0,0,0,0,0,0,0,0,0,0,-0.018399100774006919,4.6045641996268753e-07,-8.8809719089949434e-05,2.0462362748438317e-06,0.12646282197373321,-6.6537761711227692e-05,5.6989804448942287,-0.00026998101995880693,-0.084711085009189183,0,0,-0,5.6805813441202222,-0.00026952056353884426,-0.084799894728279132,2.0462362748438317e-06,0.12646282197373321,-6.6537761711227692e-05,0.0099163854508966306,-4.6155791259105456e-08,0.00011417201011223469,1.284553472781423e-06,-0.021311615967485369,-6.6498490796299095e-05,5.6995868731023833,-0.00026996092127272415,0.016234382652384166,0,0,-0,5.7095032585532799,-0.00027000707706398324,0.016348554662496399,1.284553472781423e-06,-0.021311615967485369,-6.6498490796299095e-05,0.003928457024619407,-4.4991977147901085e-07,0.0001089033454662416,1.4566379686100162e-06,-0.012989479688778012,-6.6499336830575206e-05,5.6996003700635756,-0.00026996040781487759,0.010473814613078686,0,0,-0,5.7035288270881948,-0.0002704103275863566,0.010582717958544928,1.4566379686100162e-06,-0.012989479688778012,-6.6499336830575206e-05,0.0043527152722867947,-4.95137305651981e-07,9.2700843997137495e-05,-3.5574165131758086e-06,0.084828148145256049,-6.6451479121441446e-05,5.6992796490214239,-0.00026995363577319675,-0.061364170941075089,0,0,-0,5.7036323642937106,-0.00027044877307884872,-0.061271470097077951,-3.5574165131758086e-06,0.084828148145256049,-6.6451479121441446e-05,6.494864103371123e-15
0.025000000000000001,-5.2596956061660445e-05,1.0366562622966184e-07,0.0034399127305435083,-3.2958389218168829e-05,-0.010820849929008069,3.3573131919965744e-08,0.99994145234636467,3.4084103578620515e-07,0.025677314364496422,6.9180510204792607e-09,-0.0014904690553643688,7.3077569897658663e-07,-0.017829592632628965,-0.0016029321083961883,-9.7217109731807572e-06,0.21644046872844591,-0.0037107615744074417,-1.355792837052584,-5.8824386915345877e-05,0.00011562052957434077,1.5931640545300241,-4.9419815286188111e-06,-0.095954222185112209,1.6841333996216111e-05,-1.0450731609604331,-0.18881780409963073,-0.0019585733960388787,6.4703743886189393,0.56592022830482847,-39.489870281072115,-0.011605590055049471,0.005197470247877943,43.447613327019901,-0.0020747826794099145,-2.2211325850725068,0.0051282574453994281,-20.851197939116208,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.024999999999999998,0.024999999999999998,-0.024999999999999998,0.024999999999999998,-0.024999999999999998,0.024999999999999998,-0.024999999999999998,0.024999999999999998,0,0,0,0,0,0,0,0,0,0,0,0,-0.022112511637878484,9.7217204243471827e-07,-0.00016031890475306495,5.8824732946196299e-06,0.15396102587528934,-0.00037121385495536514,5.6982752439060329,-0.00037568207441479536,-0.1233420271060303,0,0,-0,5.6761627322681543,-0.00037470990237236062,-0.12350234601078337,5.8824732946196299e-06,0.15396102587528934,-0.00037121385495536514,0.011847609753870373,-2.6443535400819064e-07,0.00018287209871094498,3.8506514053450169e-06,-0.024300572829101915,-0.00037128360057492917,5.6995635849438298,-0.00037572411444155662,0.022998958968621551,0,0,-0,5.7114111946976998,-0.00037598854979556482,0.023181831067332497,3.8506514053450169e-06,-0.024300572829101915,-0.00037128360057492917,0.0050399847906319661,-1.4393773647683012e-06,0.00017356712279257771,3.7916633245108528e-06,-0.014341687327511435,-0.00037128950432910318,5.6995915333843961,-0.00037572395533612456,0.014503913417993588,0,0,-0,5.7046315181750282,-0.00037716333270089284,0.014677480540786166,3.7916633245108528e-06,-0.014341687327511435,-0.00037128950432910318,0.0056828626232186619,-2.1280838340605252e-06,0.00013911840306035382,-4.5097894313455554e-06,0.098531560751689229,-0.0003712577301825796,5.6989442085154662,-0.00037571335623107335,-0.087114402755890968,0,0,-0,5.7046270711386846,-0.00037784144006513387,-0.086975284352830612,-4.5097894313455554e-06,0.098531560751689229,-0.0003712577301825796,6.3060767058067396e-15
0.030000000000000002,-9.7076759385844439e-05,9.0812087256073919e-08,0.0046831410604518224,-3.5157615844746512e-05,-0.014703636724082635,-1.5439674873849636e-07,0.99989189507216447,1.0488804398548575e-06,0.034729324970322037,-6.9661423607862663e-08,-0.0020257684809167425,9.4318880509265288e-07,-0.023576238385909037,-0.0025470211288943423,-1.951457795337515e-05,0.2487923406715406,-0.00088116043288329927,-1.5532421884579446,-0.00011685233719059324,0.00014160788081373049,1.8104021211651236,-1.5315894925668383e-05,-0.10705988511047475,4.2482621223213256e-05,-1.1493291506560142,-0.23116096015514503,-0.0016445063605333176,5.8474500765191486,-0.50715618988546129,-35.287086657881645,-0.011988334342522151,0.030674054063082195,37.587944969109813,0.00022729578281713595,-1.2497111527047675,-0.0099292526179270858,-16.608013416403775,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.024999999999999998,0.024999999999999998,-0.024999999999999998,0.024999999999999998,-0.024999999999999998,0.024999999999999998,-0.024999999999999998,0.024999999999999998,0,0,0,0,0,0,0,0,0,0,0,0,-0.0254982103549223,1.9514616035250423e-06,-0.00025476698605574998,1.1685370263746415e-05,0.17944983180585072,-8.8123807725414721e-05,5.697145509508295,-0.00040070019410545147,-0.16759187041391974,0,0,-0,5.6716472991533724,-0.00039874873250192645,-0.16784663739997549,1.1685370263746415e-05,0.17944983180585072,-8.8123807725414721e-05,0.013581649245389564,-5.0940902707319166e-07,0.00026845141471693599,5.9119116938419021e-07,-0.026377305677884055,-8.8319483402993286e-05,5.6995292996958495,-0.0004008759779424864,0.030327434889833957,0,0,-0,5.7131109489412388,-0.00040138538696955962,0.030595886304550894,5.9119116938419021e-07,-0.026377305677884055,-8.8319483402993286e-05,0.0062009638793490991,-8.0878416493096008e-07,0.00025359845054717363,1.9438772019312868e-06,-0.015235305091504789,-8.8325394910559148e-05,5.6995790413321714,-0.00040087809059731618,0.018781453719529766,0,0,-0,5.7057800052115208,-0.00040168687476224712,0.019035052170076939,1.9438772019312868e-06,-0.015235305091504789,-8.8325394910559148e-05,0.0070773687431210123,-9.362086683778069e-07,0.00018816076038662065,-4.3854375641474734e-06,0.10990749810638406,-8.8232357324142001e-05,5.6984378455181126,-0.00040086037614275589,-0.11558595147274585,0,0,-0,5.7055152142612338,-0.00040179658481113371,-0.11539779071235923,-4.3854375641474734e-06,0.10990749810638406,-8.8232357324142001e-05,1.1909181351702968e-14
0.035000000000000003,-0.00016246446411723975,6.1730787144523614e-08,0.0060718694463227614,-4.3692859382711248e-05,-0.019027212381867002,-5.6990656038451951e-07,0.99981896525300251,2.5237711955005652e-06,0.044721034200375404,-1.4055850366577619e-07,-0.0025923106852867354,9.0737059576054204e-07,-0.029738084474599202,-0.0037028259296700674,-2.7737109756041741e-05,0.27802959105413633,-0.0034169413823106056,-1.7296776217473528,-0.00017679400890320399,0.00029497815112914148,1.9983418460106726,-1.4179416011582703e-05,-0.11330844087399858,-7.1636418664221743e-06,-1.232369217738033,-0.26812135169997758,-0.0023855665561287598,5.274418504878124,0.47477054906135646,-31.422420634397973,-0.0136045560997873,0.0017038278102944927,32.187579522137021,-0.0020261167558345309,-0.23299924280287954,0.008281261669882925,-13.182391845988041,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.024999999999999998,0.024999999999999998,-0.024999999999999998,0.024999999999999998,-0.024999999999999998,0.024999999999999998,-0.024999999999999998,0.024999999999999998,0,0,0,0,0,0,0,0,0,0,0,0,-0.028575963640430937,2.7737186690767502e-06,-0.00037041970216566701,1.7679713451536325e-05,0.20288560892647109,-0.00034181089311516213,5.6954830637796094,-0.000497850739448913,-0.21685611461124485,0,0,-0,5.6669071001391789,-0.0004950770207798362,-0.21722653431341052,1.7679713451536325e-05,0.20288560892647109,-0.00034181089311516213,0.015132095415077599,-7.6492776179236066e-07,0.00037041050832750568,3.4887520220317199e-06,-0.0275882279895973,-0.0003424341370589663,5.699483410097117,-0.00049839803466544049,0.037983703441707935,0,0,-0,5.714615505512195,-0.0004991629624272329,0.038354113950035441,3.4887520220317199e-06,-0.0275882279895973,-0.0003424341370589663,0.0074081824131977747,-1.8936500343483764e-06,0.00034845452631233702,4.019280421070921e-06,-0.015776933373366622,-0.00034244949328837666,5.6995627250805736,-0.00049840337360049973,0.02320876054844381,0,0,-0,5.7069709074937718,-0.00050029702363484812,0.023557215074756145,4.019280421070921e-06,-0.015776933373366622,-0.00034244949328837666,0.0085244114751853763,-2.6874095534162923e-06,0.0002362724752399519,-5.4448823616464327e-06,0.11930092144472243,-0.00034242483362632609,5.6977327785754817,-0.00049838231465591278,-0.14627059739262921,0,0,-0,5.7062571900506667,-0.00050106972420932904,-0.14603432491738927,-5.4448823616464327e-06,0.11930092144472243,-0.00034242483362632609,3.342795917069428e-15
0.040000000000000001,-0.00025274030332275656,3.7459218399763593e-10,0.0075914018258920381,-4.6290655954765188e-05,-0.023743103618402962,-1.0253492811530892e-06,0.99971809170720205,4.0412576464036345e-06,0.055517432918482192,-2.6210850261955296e-07,-0.0031646778707268,1.0785839281755042e-06,-0.036229490359439065,-0.0050434326881699555,-3.9664942536685539e-05,0.30440168357852693,-0.0010430886370038231,-1.8867897249193426,-0.00024481678940214047,0.00030349729018061392,2.1592797436213576,-2.430999979075536e-05,-0.11447343708801297,3.4242666482992454e-05,-1.2982811769679732,-0.29864789304885497,-0.0020199780705458239,4.7515673148181836,-0.42228311323836176,-27.897741677906154,-0.014267269294602338,0.038369617837007888,27.257868461985947,0.0019309076506933273,0.77872625137016094,-0.014311368332690247,-10.415702404966549,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.024999999999999998,0.024999999999999998,-0.024999999999999998,0.024999999999999998,-0.024999999999999998,0.024999999999999998,-0.024999999999999998,0.024999999999999998,0,0,0,0,0,0,0,0,0,0,0,0,-0.03136677220750711,3.9665099867452184e-06,-0.00050459763094980311,2.44822782928178e-05,0.22427872715254635,-0.00010431974403942878,5.6931838366351952,-0.00052725110082870981,-0.27057656288386112,0,0,-0,5.6618170644276882,-0.0005232845908419646,-0.2710811605148109,2.44822782928178e-05,0.22427872715254635,-0.00010431974403942878,0.016513016091925611,-1.1055969995600625e-06,0.00048786226391921839,-2.8712873650963279e-08,-0.027991510419260467,-0.00010524616709095083,5.699426366624567,-0.00052834457043057185,0.045748927601747369,0,0,-0,5.7159393827164928,-0.00052945016743013193,0.046236789865666587,-2.8712873650963279e-08,-0.027991510419260467,-0.00010524616709095083,0.0086578373858556146,-1.287497811934903e-06,0.00045732679844715494,2.0692221424405919e-06,-0.016051350970044714,-0.00010526038772105083,5.6995426066174213,-0.00052835656161601119,0.027711879980200704,0,0,-0,5.7082004440032765,-0.00052964405942794608,0.02816920677864786,2.0692221424405919e-06,-0.016051350970044714,-0.00010526038772105083,0.010014347685960892,-1.4412874914080457e-06,0.00028016607221253298,-5.1658636867687939e-06,0.12702849238448746,-0.00010512517876229024,5.6968062420960424,-0.00052832667202983507,-0.17875265868372875,0,0,-0,5.7068205897820032,-0.00052976795952124317,-0.17847249261151621,-5.1658636867687939e-06,0.12702849238448746,-0.00010512517876229024,5.9952719241574016e-15
